"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"37502","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142462","","","consumer safety officer (CSO)","FDA official who coordinates the review process of various applications.","C142462","","Consumer Safety Officer"
"37503","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156632","","","content validation (COA)","Establishing from qualitative research the extent to which the clinical outcome assessment (COA) instrument measures the concept of interest including evidence that the items and domains of an instrument are appropriate and comprehensive relative to its intended measurement concept, population, and use. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/] See also validation.","C156632","content validation (re COA)","Clinical Outcome Assessment Content Validation"
"37504","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C78690","","","content validity","The extent to which a variable (for example, a rating scale) measures what it is supposed to measure. [ICH E9 Glossary] evidence from qualitative research demonstrating that the instrument measures the concept of interest, including evidence that the items and domains of an instrument are appropriate and comprehensive, relative to its intended measurement concept, population, and use. NOTE: Testing other measurement properties will not replace or rectify problems with content validity. [FDA Final PRO Guidance]","C78690","","Content Validity"
"37505","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142434","","","context of use","In the context of clinical outcomes, a comprehensive statement that fully and clearly describes and justifies the way a COA is to be used and the drug development-related purpose of the use. NOTE: The context of use defines the boundaries within which the available data adequately justify use of the COA and describes important criteria regarding the circumstances under which the COA is qualified. [FDA Clinical Outcome Assessment (COA) Glossary]","C142434","","Clinical Outcomes Assessment Context of Use"
"37506","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142463","","","contingent subject trial contact","Planned response to an anticipated but conditional event in a clinical trial. [CDISC Trial Design Project]","C142463","","Contingent Subject Trial Contact"
"37507","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54148","","","contract research organization (CRO)","A person or an organization (commercial, academic, or other) contracted by the sponsor to perform one or more of a sponsor's trial-related duties and functions. [ICH E6 Glossary]","C54148","","Contract Research Organization"
"37508","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C115464","","","contract","A written, dated, and signed agreement between two or more involved parties that sets out any arrangements on delegation and distribution of tasks and obligations and, if appropriate, on financial matters. The protocol may serve as the basis of a contract. [ICH E6 Glossary]","C115464","","Contractual Agreement"
"37509","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C28143","","","control group","The group of subjects in a controlled study that receives, for example, no treatment, a standard treatment, or a placebo. [21 CFR 314.126] See also control, controlled study, arm (protocol).","C28143","","Control Group"
"37510","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142464","","","control of electronic records","To prepare and maintain case histories and other records for regulated clinical investigations or other regulated research. NOTE: Control is often used as a casual synonym for the terms in 21 CFR 312.62 requiring investigative sites to prepare, maintain, and retain adequate and accurate case histories. [After 1. 21 CFR 11; 2. CSUCT] See also record.","C142464","","Control of Electronic Records"
"37511","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142703","","","control","In a trial, a comparator against which the study treatment is evaluated [e.g., concurrent (placebo, no treatment, dose-response, active), and external (historical, published literature)]. [After ICH E10]. See also comparator (product), control group, controlled study, arm (protocol).","C142703","","Study Control"
"37512","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C28279","","","controlled study","A study in which a test article is compared with a treatment that has known effects (active control), no treatment, placebo, or dose comparison concurrent control, or external (historic) control. [21 CFR 314.126 and ICH E10]. See also control, comparator (product), control group.","C28279","","Controlled Study"
"37513","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C48697","","","controlled vocabulary","A finite set of values that represent the only allowed values for a data item. These values may be codes, text, or numeric. See also codelist.","C48697","controlled terminology","Controlled Vocabulary"
"37514","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142465","","","coordinating committee","A committee that a sponsor may organize to coordinate the conduct of a multicenter trial. [ICH E6]","C142465","","Coordinating Committee"
"37515","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C51818","","","coordinating investigator","An investigator assigned the responsibility for the coordination of investigators at different centers participating in a multicenter trial. NOTE: Depending on the scope of the trial, coordination could be across centers/sites in a region, across regions, or within a nation. [ICH E6] See also investigator, investigator/institution, principal investigator, site investigator, sponsor-investigator, sub-investigator.","C51818","","Coordinating Investigator"
"37516","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C48834","","","correlation","The degree to which two or more variables are related. Typically the linear relationship is measured with either Pearson's correlation or spearman's Rho. NOTE: Correlation does not necessarily mean causation. [After Hyperstat Online Glossary; CDISC ADaM]","C48834","","Correlation"
"37517","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142645","","","covariate (prognostic)","Factor or condition that influences outcome of a trial. [ADaM]","C142645","","Prognostic Covariate"
"37518","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142625","","","CRF (paper)","Case report form in which the data items are linked by the physical properties of paper to particular pages. NOTE: Data are captured manually and any comments, notes, and signatures are also linked to those data items by writing or typescript on the paper pages. See also eCRF, case report form.","C142625","","Paper Case Report Form"
"37519","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142410","","","CRF data","Subset of clinical trial data that are entered into fields on a case report form.","C142410","","Case Report Form Data"
"37520","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156634","","","criterion validation (COA)","Establishing the extent to which the scores of a clinical outcome assessment instrument are related to a known gold standard measure of the same concept. For most COAs clinical outcome assessments (COAs), criterion validity cannot be measured because there is no gold standard. [NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/] See also validation.","C156634","criterion validation (re COA)","Clinical Outcome Assessment Criterion Validation"
"37521","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165825","","","cross-labeled product","An investigational drug, device, or biological product packaged separately that, according to its proposed labeling, is intended for use only with another investigational or approved individually specified drug, device, or biological product where both are required to achieve the intended use, indication, or effect. NOTE: In the case where an approved product is combined with an investigational product, upon approval of the cross-labeled product the label of the previously approved product should be modified to reflect the combination status. [After 21 CFR 3.2 (e) FAQ] See also combination product, single-entity product, co-packaged product.","C165825","","Cross-labeled Product"
"37522","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53310","","","cross-sectional study","A study that measures the prevalence of health outcomes or determinants of health, or both, in a population at a point in time or over a short period. [After British Medical Journal, Epidemiology for the uninitiated] See also observational study.","C53310","","Cross-Sectional Study"
"37523","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C82637","","","crossover trial","A trial design for which subjects function as their own control and are assigned to receive investigational product and controls in an order determined by randomizations, typically with a washout period between the two products. [Center for the Advancement of Clinical Research; CDISC ADaM]","C82637","","Crossover Study"
"37524","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C49704","","","CTCAE (Common Terminology Criterion for Adverse Events)","Standard terminology developed to report adverse events occurring in cancer clinical trials. CTCAE are used in study adverse event summaries and Investigational New Drug (IND) reports to the Food and Drug Administration. The CTCAE contain a grading scale for each adverse event term representing the severity of the event. (NCI)","C49704","","Common Terminology Criteria for Adverse Events"
"37525","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70818","","","CUI (common unique identifier)","A code used in the Enterprise Vocabulary System (EVS) to link a particular concept across one or more terms.","C70818","","Concept Unique Identifier"
"37526","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54631","","","curriculum vitae (CV)","Document that outlines a person's educational and professional history.","C54631","","Curriculum Vitae"
"37527","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142469","","","data acquisition","Capture of data into a structured, computerized format without a human-to-computer interface (i.e., from another measuring instrument or computerized source). Contrast with data entry, electronic data capture.","C142469","","Data Acquisition"
"37528","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142470","","","data capture","The process of collecting and recording measures and assessments for a specific purpose. NOTE: Data are said to be captured when they are extracted as permanent records for use in a new context or created as a source document in that context. An example would be data that are manually copied or otherwise extracted from an EHR that are then transferred into a clinical trial database to be used for a clinical trial. [After Working with Data, Australian National Data Service, Accessed 4 Sept 2020; AFter FDA Guidance on Use of Electronic Health Record Data in Clinical Investigations Guidance for Industry, July 2018] See also data entry, EDC (electronic data capture).","C142470","","Data Capture"
"37529","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C115521","","","data clarification form","A form used to query an investigator and collect feedback to resolve questions regarding data.","C115521","","Data Clarification Form"
"37530","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142471","","","data clarification","Answer supplied by the investigator in response to a query. NOTE: The investigator may supply a new data point value to replace the initial value or a confirmation of the queried data point.","C142471","","Data Clarification"
"37531","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142472","","","data collection instrument","A substrate or tool (either electronic or paper) used to record, transcribe, or collect clinical data.","C142472","","Data Collection Instrument"
"37532","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C103159","","","data collection","In the context of clinical research, accessing and recording information that provides source data for analysis and interpretation See data entry and data capture. [CDISC]","C103159","","Data Collection"
"37533","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142474","","","data element identifier","An identifier that may include information such as the origin of the data element, the date and time of entry, or the identification number of the study subject to whom the data element applies. NOTE: Data element identifiers should be attached to each data element as it is entered or transmitted by the originator into the eCRF. [After body and glossary of FDA Final Guidance eSource]","C142474","","Data Element Identifier"
"37534","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C41002","","","data element","Smallest unit of information in a transaction. [From body and glossary of FDA Final Guidance on eSource] See also eXtensible markup language (XML) data element, common data element, clinical study data element.","C41002","","Data Element"
"37535","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142475","","","data encryption standard (DES)","A FIPS approved cryptographic algorithm for encrypting (enciphering) and decrypting (deciphering) binary coded information. Encrypting data converts it to an unintelligible form called cipher. Decrypting cipher converts the data back to its original form called plaintext. NOTE: Data that are considered sensitive by the responsible authority or data that represent a high value should be cryptographically protected if vulnerable to unauthorized disclosure or undetected modification during transmission or while in storage. [After Federal Information Processing Standards (FIPS) Publication 46-2]","C142475","","Data Encryption Standard"
"37536","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142379","","","data entry","Human input of data into a structured, computerized format using an interface such as a keyboard, pen-based tablet, or voice recognition. Contrast with data acquisition, electronic data capture, direct entry. See also data collection, data capture.","C142379","","Data Entry"
"37537","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142477","","","data integrity verification","Process of manually supervised verification of data for internal consistency.","C142477","","Data Integrity Verification"
"37538","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142476","","","data integrity","A condition of data reflecting the degree to which the data are complete, consistent, accurate, trustworthy, and reliable at any given time as well as consistently so maintained throughout the data life cycle. NOTE: The data should be collected and maintained in a secure manner, so that they are Attributable, Legible, Contemporaneously recorded, Original (or a true copy) and Accurate (ALCOA). Assuring data integrity requires appropriate quality and risk management systems, including adherence to sound scientific principles and good documentation practices. (After MHRA Guidance on ""GxP data integrity"") See also ALCOA, ALCOA+, traceability (data). Compare to data quality.","C142476","","Data Integrity"
"37539","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142478","","","data interchange","Transfer of information between two or more parties, which maintains the integrity of the contents of the data for the purpose intended. See also interoperability.","C142478","","Data Interchange"
"37540","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142479","","","data item","A named component of a data element. Usually the smallest component [ANSI]. See also data model, data element.","C142479","","Data Item"
"37541","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142483","","","data listing","Set of observations organized by domain.","C142483","","Data Listing"
"37542","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142484","","","data management conventions","Procedures and policies for data management (e.g., documented procedure(s) for resolving self-evident changes). [ICH E6] See self-evident change.","C142484","","Data Management Convention"
"37543","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C18086","","","data management","Tasks associated with the entry, transfer, and/or preparation of source data and derived items for entry into a clinical trial database. NOTE: Data management could include database creation, data entry, review, coding, data editing, data QC, locking, or archiving; it typically does not include source data capture.","C18086","","Data Management"
"37544","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142487","","","data model","Unambiguous, formally stated, expression of items, the relationship among items, and the structure of the data in a certain problem area or context of use. A data model uses symbolic conventions agreed to represent content so that content does not lose its intended meaning when communicated.","C142487","","Data Model"
"37545","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142489","","","data monitoring committee (DMC)","Group of individuals with pertinent expertise that reviews on a regular basis accumulating data from an ongoing clinical trial. The DMC advises the sponsor regarding the continuing safety of current participants and those yet to be recruited, as well as the continuing validity and scientific merit of the trial. NOTE: A DMC can recommend stopping a trial if it finds toxicities or if treatment is proved beneficial. [After FDA guidance on establishment and operation of clinical trial data monitoring committees]","C142489","Data and Safety Monitoring Board;DSMB","Data Monitoring Committee"
"37546","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142488","","","data monitoring","Process by which clinical data are examined for completeness, consistency, and accuracy.","C142488","","Data Monitoring"
"37547","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16493","","","data origin","Source of information collected in the course of a clinical trial, specifically used to differentiate between data as collected versus data that are derived or calculated. NOTE: In CDISC, a metadata attribute defined for each dataset variable in the Define.xml document of an SDTM submission that refers to the source of a variable (e.g., CRF, derived, sponsor defined, PRO, etc.). See also data element originator.","C16493","","Data Source"
"37548","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142490","","","data originator","Metadata characterizing the entity creating a data element in an eCRF for a clinical investigation. NOTE: Per FDA Final Guidance on eSource, ""Each data element is associated with an origination type that identifies the source of its capture in the eCRF. This could be a person, a computer system, a device, or an instrument that is authorized to enter, change, or transmit data elements into the eCRF (also sometimes known as an author)."" See also data element, data element originator, origin. [CDISC, Note is from FDA Final Guidance on eSource]","C142490","","Data Originator"
"37549","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142491","","","data quality","A dimension of data contributing its trustworthiness and pertaining to accuracy, sensitivity, validity, and suitability to purpose. Key elements of data quality include attribution, legibility (decipherable, unambiguous), contemporaneousness, originality (i.e., not duplicated), accuracy, precision, completeness, consistency (logical, not out of range), and those who have modified the data. NOTE: Scientists may reasonably trust data that are accurate (high quality) that have also been reviewed by investigators and protected from unauthorized alteration (high integrity). See also ALCOA, data integrity.","C142491","","Data Quality"
"37550","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142492","","","data security","Degree to which data are protected from the risk of accidental or malicious alteration or destruction and from unauthorized access or disclosure. [FDA]","C142492","","Data Security"
"37551","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142493","","","data selection criteria","The rules by which particular data are selected and/ or transferred between the point of care and the patient record; subsequently, from the patient record to the database; and from database to inclusion in sub-population analyses.","C142493","","Data Selection Criteria"
"37552","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C103180","","","data standards","Defined rules, conventions, guidelines, characteristics, methods, formats, and terminologies that provide structure and consistency for exchange and utilization of data. NOTE: Data standards may describe the elements and relationships necessary to achieve the unambiguous exchange of data between disparate information systems. [After https://www.fda.gov/media/124694/download Standards Development and the Use of Standards in Regulatory Submissions Reviewed in the Center for Biologics Evaluation and Research Guidance for Industry MARCH2019, NCI Thesaurus]. See also interoperability, standard, CDISC standards, Study Data Standardization Plan, and Standards Development Organization.","C103180","","Data Standard"
"37553","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142494","","","data storage","To maintain data by placing the data, or a copy of the data, onto an electronically accessible device for preservation (either in plain-text or encrypted format). [HL7 eHR-s FM Glossary of Terms, 2010].","C142494","","Data Storage"
"37554","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142495","","","data subject","In the context of privacy guidelines, An individual who is the subject of personal data, persons to whom data refers, and from whom data are collected, processed, and stored. [after ISO/TS 2537:2008; and EU GDPR] See also study participant, participant.","C142495","","Data Subject"
"37555","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C43582","","","data transformations","Algorithmic operations on data or data sets to achieve a meaningful set of derived data for analysis. [ADaM] See also derived variable.","C43582","","Data Transformation"
"37556","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C42645","","","data type","Data types define the structural format of the data carried in the attribute and influence the set of allowable values an attribute may assume. [HL7]","C42645","","Data Type"
"37557","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142500","","","data validation","Process used to determine whether data are accurate, authentic, complete, and/or compliant with applicable standards, rules, and conventions. NOTE: The process may include format checks, completeness checks, check key tests, reasonableness checks, and limit checks. [After FDA.; ISO] See also data integrity, validation.","C142500","","Data Validation"
"37558","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25474","","","data","Representations of facts, concepts, or instructions in a manner suitable for communication, interpretation, or processing by humans or by automated means. [FDA]","C25474","","Data"
"37559","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142503","","","database lock","Action taken to prevent further changes to a clinical trial database or any equivalent clinical data storage system. NOTE: Locking of a database is done after review, query resolution, and a determination has been made that the database is ready for analysis.","C142503","","Database Lock"
"37560","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C15426","","","database","A collection of data or information, typically organized for ease and speed of search and retrieval.","C15426","","Database"
"37561","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C47824","","","dataset","A collection of structured data in a single file. [CDISC] Compare to analysis dataset, tabulation dataset.","C47824","","Data Set"
"37562","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C45970","","","de-identification","The process of removing potentially identifying data or data elements to render data into a form that does not identify individuals and where identification is not likely to take place. NOTE: A general term for a process of removing the association between a set of identifying data and the data subject. Examples of potentially identifying data include name, birth date, social security number, home address, telephone number, e-mail address, medical record numbers, health plan beneficiary numbers, full-face photographic images). [After ISO/TS 25237: 2008 - Health Informatics - Pseudonymization; HIPAA: 45 CFR, 164.514] See also anonymization.","C45970","","Deidentification"
"37563","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142507","","","de-identified information","Records that have had enough personally identifiable information removed or obscured such that the remaining information does not identify an individual, and there is no reasonable basis to believe that the information can be used to identify an individual. [Guide to Protecting Personally Identifiable Information (PII): Special Publication NIST pubs/800-122]","C142507","","De-identified Information"
"37564","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C176257","","","decentralized clinical trial (DCT)","A trial in which data capture, administration of medication, and possibly other procedures are done at the subject's location, e.g., at home or by telemedicine, mobile technology, and local HCPs (like family physicians, general practitioners). NOTE: The procedures (entry of data, medical tests, clinical evaluations, objective measures, observations) for capturing safety and efficacy measurements and observations may be done in-person by a traveling clinician or nurse so DCTs are not necessarily virtual. The responsibility for preparation, maintenance and retention of source records may be allocated to a centralized investigator or sponsor investigator. [After CTTI Recommendations: Decentralized Clinical Trials, September 2018] See also remote clinical trial, virtual, visit.","C176257","","Decentralized Clinical Trial"
"37565","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142504","","","decision rule","Succinct statement of how a decision will be reached based upon the expected foreseen clinical benefits in terms of outcomes of the primary endpoint. [FDA documentation]","C142504","","Decision Rule"
"37566","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142505","","","Declaration of Helsinki","A set of recommendations or basic principles that guide medical doctors in the conduct of biomedical research involving human subjects. it was originally adopted by the 18th World Medical assembly (Helsinki, Finland, 1964) and recently revised (64th WMA General Assembly, Fortaleza, Brazil, October 2013).","C142505","","Declaration of Helsinki"
"37567","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C176258","","","deep learning","A subset of machine learning that is part of the broader family of machine learning methodologies based on artificial neural networks. A deep neural network has multiple layers between input and output layers to progressively extract higher level features from the raw input. [After DeepAI Machine Learning Glossary and Terms] See also machine learning, artificial intelligence (AI).","C176258","","Deep Learning"
"37568","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142506","","","Define-XML","A table in XML that transmits metadata that describes any tabular dataset structure. NOTE: When used with the CDISC content standards, it provides the metadata for human and animal model tabular datasets such as SDTM, SEND, and ADaM. [After CDISC.org] See also eXtensible markup language (XML) data element, XML (eXtensible Markup Language).","C142506","","Define.xml"
"37569","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142508","","","demographic data","Characteristics of subjects or study populations, which include such information as age, sex, family history of the disease or condition for which they are being treated, and other characteristics relevant to the study in which they are participating.","C142508","","Demographic Data"
"37570","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142509","","","dependent variable","Outcomes that are measured in an experiment and that are expected to change as a result of an experimental manipulation of the independent variable(s). [Center for advancement of Clinical Research]","C142509","","Dependent Variable"
"37571","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142538","","","deployment","Readying an electronic clinical trial system for field use by providing or disseminating capture devices, tokens, or passwords for users of an activated system. See activation.","C142538","","Electronic System Deployment"
"37572","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142510","","","derived variable","New variable created as a function of existing variables and/or application of mathematical functions. See also variable, raw data.","C142510","","Derived Variable"
"37573","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142442","","","design configuration","Clinical trial design developed to compare treatment groups in a clinical trial. NOTE: The configuration usually requires randomization to one or more treatment arms, each arm being allocated a different (or no) treatment. examples include: Parallel Group Design, Crossover Design, Factorial Designs. [After ICH E9]","C142442","","Clinical Trial Design Configuration"
"37574","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142443","","","development plan","An ordered program of clinical trials, each with specific objectives. [adapted from ICH E9, see ICH E8]. See also clinical development plan.","C142443","","Clinical Trial Development Plan"
"37575","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C15220","","","diagnosis","A process to identify the disease or condition that explains the symptoms and signs occurring in a patient. NOTE: The information required for diagnosis is collected from a history and physical examination of the patient and preferably confirmed by one or more diagnostic procedures such as laboratory tests, radiologic studies and other technical investigations. [After ""Making a diagnosis"", John P. Langlois, Chapter 10 in Fundamentals of clinical practice (2002). Mark B. Mengel, Warren Lee Holleman, Scott A. Fields. 2nd edition.] See also treatment, intervention, disease, sign, symptom.","C15220","","Diagnosis"
"37576","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156648","","","DIBD (development international birth date)","The sponsor's first authorization to conduct a clinical trial in any country worldwide. NOTE: Used to start the annual period for the Development Safety Update Report (DSUR). [After CIOMS VII; ICH E2F]","C156648","","Development International Birth Date"
"37577","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C80447","","","digital signature","An electronic signature, based on cryptographic methods of originator authentication, computed by using a set of rules and a set of parameters, such that the identity of the signer and the integrity of the data can be verified. [21 CFR 11]","C80447","","Digital Signature"
"37578","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142511","","","direct access","Permission to examine, analyze, verify, and reproduce any records and reports that are important to evaluation of a clinical trial. NOTE: The party (e.g., domestic and foreign regulatory authorities, sponsor's monitors and auditors) with direct access should take all reasonable precautions within the constraints of the applicable regulatory requirement(s) to maintain the confidentiality of subjects' identities and sponsor's proprietary information. [ICH E6 Glossary]","C142511","","Direct Access"
"37579","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142512","","","direct entry","Recording of data by human or automated action where an electronic record is the original means of capturing the data into an electronic records system without a paper source document. Examples are an individual keying original observations into a system or the automatic recording into the system of the output from measuring devices such as a balance that measures subject's body weight or an ECG machine. Compare to data entry, data acquisition.","C142512","","Direct Data Entry"
"37580","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142513","","","direct identifier","A piece of data that can be used to uniquely identify an individual (e.g., name, patient ID, social security number, exact address, telephone number, e-mail address, government issued identifiers, passport/VISA numbers) either without additional information or with cross-linking through other information that is in the public domain. [After PhUSE De-identification Standard for SDTM 3.2, version 1.0.1.]","C142513","","Direct Identifier"
"37581","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142444","","","discontinuation","The act of concluding participation by an enrolled subject prior to completion of all protocol-required elements in a trial. NOTE: Four categories of discontinuation are distinguished: a) dropout: Active discontinuation by a subject (also a noun referring to such a discontinued subject); b) investigator initiated discontinuation (e.g., for cause); c) loss to follow-up: cessation of participation without notice or action by the subject; d) sponsor initiated discontinuation. Note that subject discontinuation does not necessarily imply exclusion of subject data from analysis. ""Termination of subject"" has a history of synonymous use, but is now considered nonstandard. [After ICH E3, section 10.1 and FDA Guidance for Industry: Submission of Abbreviated Reports & Synopses in Support of Marketing Applications, IV A] See also withdrawal.","C142444","","Study Subject Discontinuation"
"37582","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142473","","","discrepancy","The failure of a data point to pass a validation check. NOTE: Discrepancies may be detected by computerized edit checks or observed/ identified by the data reviewer as a result of manual data review. See also query.","C142473","","Data Discrepancy"
"37583","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C2991","","","disease","Any abnormal condition of the body or mind that causes discomfort, dysfunction, or distress to the affected person. NOTE: The term is often used broadly to include injuries, disabilities, syndromes, symptoms, deviant behaviors, and atypical variations of structure and function. [After NCI Thesaurus] See also diagnosis.","C2991","","Disease or Disorder"
"37584","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142571","","","document (HL7)","An ordered presentation of XML elements, possibly including text and tabular analyses, description, and figures. Descriptors for HL7 documents include type, class, and element. NOTE: In HL7, a document can be either physical (referring to the paper) or logical (referring to the content) with the following characteristics: 1) Stewardship; 2) Potential for authentication; 3) Wholeness; 4) Human readability; 5) Persistence; 6) Global vs. local context.","C142571","","HL7 Document"
"37585","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142751","","","document root","The element in an XML document that contains all other elements; the first element in the document. [SPL Glossary]","C142751","","XML Document Root"
"37586","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142515","","","document type definition (DTD)","XML specification for content and presentation of data and text in a document including definitions for the elements considered to be legal in the document. NOTE: Agreeing on a common DTD facilitates interoperability among systems incorporating the agreed standards. [From Electronic Submission File Formats and Specifications. Orientation and Best Practices For Data Formats and Submission to The Center For Tobacco Products. January 2018; Providing Regulatory Submissions in Electronic Format - Certain Human Pharmaceutical Product Applications and Related Submissions Using the eCTD Specifications Guidance for Industry. January 2019]","C142515","","Document Type Definition"
"37587","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C19498","","","documentation","All records, in any form (including but not limited to written, electronic, magnetic, and optical records, and scans, x-rays, and electrocardiograms) that describe or record the methods, conduct, and/or results of a trial, the factors affecting a trial, and the actions taken. [ICH E6 Glossary]","C19498","","Document"
"37588","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54076","","","domain name","The way a particular web server is identified on the internet. For example, www.fda.gov names the World Wide Web (www) server for the Food and Drug administration, which is a government (.gov) entity. [Center for advancement of Clinical Research]","C54076","","Domain Name"
