"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"41200","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64534","","","Q4D","Every four days. (NCI)","C64534","Every 4 days","Every Four Days"
"41201","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64518","","","Q4H","Every four hours. (NCI)","C64518","Every 4 hours","Every Four Hours"
"41202","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64538","","","Q4M","Every four months. (NCI)","C64538","Every 4 months","Every Four Months"
"41203","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C71124","","","Q5D","Every five days. (NCI)","C71124","Every 5 days","Every Five Days"
"41204","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64519","","","Q5H","Every five hours. (NCI)","C64519","Every 5 hours","Every Five Hours"
"41205","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C161335","","","Q6D","Every six days.","C161335","","Every Six Days"
"41206","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64520","","","Q6H","Every six hours. (NCI)","C64520","Every 6 hours","Every Six Hours"
"41207","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C89789","","","Q6M","Every six months. (NCI)","C89789","Every 6 Months","Every Six Months"
"41208","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C174288","","","Q72H","Every seventy-two hours.","C174288","Every 72 hours","Every Seventy Two Hours"
"41209","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C139177","","","Q7D","Every seven days. (NCI)","C139177","Every 7 Days","Every Seven Days"
"41210","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64521","","","Q7H","Every seven hours. (NCI)","C64521","Every 7 hours","Every Seven Hours"
"41211","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64523","","","Q8H","Every eight hours. (NCI)","C64523","Every 8 hours","Every Eight Hours"
"41212","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64524","","","Q9H","Every nine hours. (NCI)","C64524","Every 9 hours","Every Nine Hours"
"41213","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64595","","","QAM","Every morning. (NCI)","C64595","Every Morning","Every Morning"
"41214","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C25473","","","QD","A rate of occurrences within a period of time equal to one day.","C25473","/day;Daily;Per Day","Daily"
"41215","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64510","","","QH","Every hour. (NCI)","C64510","Every hour","Every Hour"
"41216","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64593","","","QHS","Every day at bedtime.","C64593","","Hour Of Sleep"
"41217","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64530","","","QID","Four times per day. (NCI)","C64530","4 times per day","Four Times Daily"
"41218","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64498","","","QM","Every month. (NCI)","C64498","Every Month;Per Month","Monthly"
"41219","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C139178","","","QN","Every night.","C139178","","Every Night"
"41220","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64525","","","QOD","Every other day. (NCI)","C64525","Every other day;Every Second Day;Every Two Days;Q2D","Every Other Day"
"41221","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64596","","","QPM","Every day, on or after 12:00 pm.","C64596","","QPM"
"41222","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C156502","","","THRICE","Three times.","C156502","","Thrice"
"41223","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C64527","","","TID","Three times per day. (NCI)","C64527","3 times per day","Three Times Daily"
"41224","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C65134","","","TWICE","Two times. (NCI)","C65134","","Twice"
"41225","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113-C17998","","","UNKNOWN","Not known, not observed, not recorded, or refused. (NCI)","C17998","U;UNK;Unknown","Unknown"
"41226","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931","Genus and Species Response","true","GENUSSPC","Terminology related to taxonomic organism names at the genus, species, or subspecies level.","C160931","Genus and Species Response","CDISC SEND Genus and Species Response Terminology"
"41227","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161014","","","BOS TAURUS","Any cattle belonging to the species Bos taurus.","C161014","Bos bovis;Bos primigenius taurus","Bos taurus"
"41228","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C77115","","","CALLITHRIX JACCHUS","The common marmoset, Callithrix jacchus.","C77115","Callithrix jacchus jacchus;White-Ear-Tufted Marmoset","Callithrix jacchus"
"41229","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14201","","","CANIS FAMILIARIS","The domestic dog, Canis familiaris. (NCI)","C14201","Canis canis;Canis domesticus;Canis lupus familiaris","Dog"
"41230","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161015","","","CAPRA HIRCUS","A goat belonging to the species Capra hircus.","C161015","Capra aegagrus hircus","Capra hircus"
"41231","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14211","","","CAVIA PORCELLUS","The domesticated guinea pig, Cavia porcellus. (NCI)","C14211","","Guinea Pig"
"41232","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161032","","","CHLOROCEBUS AETHIOPS","A monkey belonging to the species Chlorocebus aethiops.","C161032","Cercopithecus aethiops;Ceropithecus aethiops","Chlorocebus aethiops"
"41233","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C77091","","","CRICETULUS GRISEUS","Originating in the deserts of northern China and Mongolia and kept in captivity since 1919, these hamsters exhibit a whitish/grey/brown coat color with a black stripe down the spine.","C77091","Chinese Hamster;Cricetulus barabensis griseus","Chinese Hamster"
"41234","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14287","","","DANIO RERIO","A fish belonging to the species Danio rerio.","C14287","Brachydanio rerio;Cyprinus rerio;Danio frankei;Zebrafish","Zebrafish"
"41235","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161037","","","ERYTHROCEBUS PATAS","A monkey belonging to the species Erythrocebus patas.","C161037","Cercopithecus patas;Hussar Monkey;Patas Monkey;Wadi Monkey","Erythrocebus patas"
"41236","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14191","","","FELIS CATUS","The domestic cat, Felis catus. (NCI)","C14191","Felis domesticus;Felis silvestris catus","Cat"
"41237","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14193","","","GALLUS GALLUS","The common domestic fowl, Gallus gallus. (NCI)","C14193","Domestic Chicken;Gallus domesticus;Gallus gallus domesticus","Chicken"
"41238","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14232","","","MACACA FASCICULARIS","The macaque, Macaca fascicularis.","C14232","Cynomolgus Macaque;Macaca cynomolgus;Macaca irus","Cynomolgus Monkey"
"41239","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14233","","","MACACA MULATTA","A pale brown macaque, Macaca mulatta.","C14233","Rhesus Macaque","Rhesus Monkey"
"41240","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161033","","","MACACA NEMESTRINA","A macaque belonging to the species Macaca nemestrina.","C161033","Southern Pig-Tailed Macaque","Macaca nemestrina"
"41241","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C45247","","","MUS MUSCULUS","A mouse belonging to the species Mus musculus.","C45247","","Mus musculus"
"41242","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161001","","","MUSTELA PUTORIUS FURO","The common domestic ferret, Mustela putorious furo.","C161001","Domestic Ferret","Mustela putorius furo"
"41243","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161041","","","ORYCTOLAGUS CUNICULUS","A rabbit belonging to the species Oryctolagus cuniculus.","C161041","Domestic Rabbit;Lepus cuniculus","Oryctolagus cuniculus"
"41244","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161044","","","OVIS ARIES","A sheep belonging to the species Ovis aries.","C161044","Domestic Sheep;Ovis ammon aries;Ovis orientalis aries;Ovis ovis","Ovis aries"
"41245","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161025","","","PAPIO ANUBIS","A baboon belonging to the species Papio anubis.","C161025","Doguera Baboon;Kenya Baboon;Papio cynocephalus anubis;Papio doguera;Papio hamadryas anubis","Papio anubis"
"41246","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161026","","","PAPIO CYNOCEPHALUS","A baboon belonging to the species Papio cynocephalus.","C161026","Papio hamadryas cynocephalus;Yellow Baboon","Papio cynocephalus"
"41247","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161027","","","PAPIO HAMADRYAS HAMADRYAS","A baboon belonging to the species Papio hamadryas hamadryas.","C161027","","Papio hamadryas hamadryas"
"41248","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161028","","","PAPIO PAPIO","A baboon belonging to the species Papio papio.","C161028","Guinea Baboon;Papio cynocephalus papio;Papio hamadryas papio","Papio papio"
"41249","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C14266","","","RATTUS NORVEGICUS","A rat belonging to the species Rattus norvegicus.","C14266","Common Rat","Rattus norvegicus"
"41250","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161023","","","SAIMIRI BOLIVIENSIS BOLIVIENSIS","A monkey belonging to the species Saimiri boliviensis boliviensis.","C161023","Bolivian Squirrel Monkey","Saimiri boliviensis boliviensis"
"41251","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C77114","","","SAIMIRI SCIUREUS","A small diurnal primate with nails instead of claws belonging to the species Saimiri sciureus.","C77114","Common Squirrel Monkey","Saimiri sciureus"
"41252","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C160991","","","SUS SCROFA","A pig belonging to the species Sus scrofa.","C160991","Swine","Sus scrofa"
"41253","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C77095","","","SYRIAN","A captive hamster strain derived from a mother and eight pups that were captured in the wild in Aleppo, Syria by Dr. Israel Aharoni in 1930.","C77095","Golden Hamster;MESOCRICETUS AURATUS;Syrian Hamster","Syrian Hamster"
"41254","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C61089","","","XENOPUS LAEVIS","A frog belonging to the species Xenopus laevis.","C61089","African Clawed Frog","Xenopus laevis"
"41255","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931-C161024","","","XENOPUS TROPICALIS","A frog belonging to the species Xenopus tropicalis.","C161024","Tropical Clawed Frog;Western Clawed Frog;Xenopus laevis tropicalis","Xenopus tropicalis"
"41256","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317","Implantation Findings Result","true","ICFINDRS","Terminology relevant to the results for implantation findings.","C124317","Implantation Findings Result","CDISC SEND Implantation Findings Result Terminology"
"41257","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317-C37987","","","ALIVE","Living; showing characteristics of life.","C37987","","Alive"
"41258","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317-C28554","","","DEAD","The absence of life or state of being dead. (NCI)","C28554","Died","Dead"
"41259","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317-C124600","","","EARLY INTRAUTERINE DEATH","Death of a conceptus that occurred inside the uterus during the embryonic phase of development, with no recognizable tissue structure.","C124600","Early IUD","Early Intrauterine Death"
"41260","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317-C124601","","","EMPTY IMPLANTATION SITE","An implantation site that contains no discernable embryonic or placental tissue but may contain remnants of the implantation.","C124601","","Empty Implantation Site"
"41261","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317-C50620","","","INTRAUTERINE DEATH","Death of a conceptus that occurred inside the uterus.","C50620","IUD","Intrauterine Fetal Death"
"41262","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317-C124643","","","LATE INTRAUTERINE DEATH","Death of a conceptus that occurred inside the uterus during the fetal phase of development, with recognizable tissue structure.","C124643","Late IUD","Late Intrauterine Death"
"41263","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124316","Implantation Findings Result Category","true","ICRESCAT","Terminology relevant to the classifications of the results for implantation classification findings.","C124316","Implantation Findings Result Category","CDISC SEND Implantation Findings Result Category Terminology"
"41264","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124316-C28147","","","EMBRYO","Early stage in the prenatal development of an animal. This stage occurs from implantation until closure of the hard palate.","C28147","","Embryo"
"41265","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124316-C13235","","","FETUS","Late stage in the prenatal development of an animal. This stage occurs from the closure of the hard palate until birth.","C13235","","Fetus"
"41266","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124316-C93204","","","RESORPTION","A process in which tissue is absorbed by the body.","C93204","","Resorption"
"41267","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124318","Implantation Findings Test Code","true","ICTESTCD","Terminology for the test codes relevant to implantation classifications.","C124318","Implantation Findings Test Code","CDISC SEND Implantation Findings Test Code Terminology"
"41268","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124318-C124279","","","IMPSCHCT","The condition of an implantation site, embryo, or fetus based on examination.","C124279","Implantation Site Characterization","Implantation Site Characterization"
"41269","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124319","Implantation Findings Test Name","true","ICTEST","Terminology for the test names relevant to implantation classifications.","C124319","Implantation Findings Test Name","CDISC SEND Implantation Findings Test Name Terminology"
"41270","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124319-C124279","","","Implantation Site Characterization","The condition of an implantation site, embryo, or fetus based on examination.","C124279","Implantation Site Characterization","Implantation Site Characterization"
"41271","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163029","Irradiation Field Orientation/Sequence Response","true","IRORSEQR","Terminology relevant to the description of the irradiation field as it pertains to orientation to the body and, when appropriate, the sequencing of exposure(s).","C163029","Irradiation Field Orientation/Sequence Response","CDISC SEND Irradiation Field Orientation/Sequence Response Terminology"
"41272","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163029-C163716","","","AP/PA SEQUENTIAL","An irradiation modality in which radiation is applied first in an anteroposterior anatomical plane and then in a posteroanterior anatomical plane.","C163716","AnteriorPosterior-PosteriorAnterior Sequential;Anteroposterior-Posteroanterior Sequential;AP-PA Sequential;APPA Sequential","Anteroposterior/Posteroanterior Sequential Radiotherapy"
"41273","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163029-C163717","","","AP/PA SIMULTANEOUS","An irradiation modality in which radiation is applied simultaneously in the anteroposterior anatomical plane and in the posteroanterior anatomical plane.","C163717","AnteriorPosterior-PosteriorAnterior Simultaneous;Anteroposterior-Posteroanterior Simultaneous;AP-PA Simultaneous;APPA Simultaneous","Posteroanterior/Anteroposterior Simultaneous Radiotherapy"
"41274","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163029-C163718","","","BILATERAL SEQUENTIAL","An irradiation modality in which radiation is applied to each side of the body or body part in a sequential manner.","C163718","","Bilateral Sequential Radiotherapy"
"41275","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163029-C163719","","","BILATERAL SIMULTANEOUS","An irradiation modality in which radiation is applied to both sides of the body or body part at the same time.","C163719","","Bilateral Simultaneous Radiotherapy"
"41276","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047","Laboratory Test Code","true","LBTESTCD","Terminology used for laboratory test codes of the CDISC Study Data Tabulation Model.","C65047","Laboratory Test Code","CDISC SDTM Laboratory Test Code Terminology"
"41277","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C100429","","","A1AGLP","A measurement of the alpha-1 acid glycoprotein in a biological specimen.","C100429","Alpha-1 Acid Glycoprotein","Alpha-1 Acid Glycoprotein Measurement"
"41278","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C181404","","","A1ANTRPF","A measurement of the functional alpha-1 antitrypsin in a biological specimen.","C181404","Alpha-1 Antitrypsin, Functional","Functional Alpha-1 Antitrypsin Measurement"
"41279","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C80167","","","A1ANTRYP","A measurement of the alpha-1 antitrypsin in a biological specimen.","C80167","Alpha-1 Antitrypsin;Serum Trypsin Inhibitor","Alpha-1 Antitrypsin Measurement"
"41280","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C100462","","","A1MCREAT","A relative measurement (ratio or percentage) of the alpha-1 microglobulin to creatinine in a biological specimen.","C100462","Alpha-1 Microglobulin/Creatinine","Alpha-1 Microglobulin to Creatinine Ratio Measurement"
"41281","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C100461","","","A1MICG","A measurement of the alpha-1 microglobulin in a biological specimen.","C100461","Alpha-1 Microglobulin;Protein HC","Alpha-1 Microglobulin Measurement"
"41282","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C80168","","","A2MACG","A measurement of the alpha-2 macroglobulin in a biological specimen.","C80168","Alpha-2 Macroglobulin","Alpha-2 Macroglobulin Measurement"
"41283","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C172524","","","A73OXC","A measurement of the 7-alpha-hydroxy-4-cholesten-3-one in a biological specimen.","C172524","7-Alpha hydroxy-4-cholesten-3-one;7-alpha-Hydroxy-4-cholesten-3-one","7-alpha-Hydroxy-4-cholesten-3-one Measurement"
"41284","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C154761","","","AAMAPAC","A measurement of the alpha-aminoadipic acid in a biological specimen.","C154761","Alpha-Aminoadipate;Alpha-Aminoadipic Acid","Alpha-Aminoadipic Acid Measurement"
"41285","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C154759","","","AAMBTAC","A measurement of the alpha-aminobutyric acid in a biological specimen.","C154759","Alpha-aminobutyrate;Alpha-Aminobutyric Acid;Homoalanine","Alpha-Aminobutyric Acid Measurement"
"41286","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C100430","","","AAP","A measurement of the alanine aminopeptidase in a biological specimen.","C100430","Alanine Aminopeptidase","Alanine Aminopeptidase Measurement"
"41287","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C184526","","","ABFBCA","A measurement of the synthetic cannabinoid AB-FUBINACA in a biological specimen.","C184526","AB-FUBINACA","AB-FUBINACA Measurement"
"41288","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C111124","","","ABNCE","A measurement of the abnormal cells in a biological specimen.","C111124","Abnormal Cells","Abnormal Cell Count"
"41289","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C150835","","","ABNCECE","A relative measurement (ratio or percentage) of abnormal cells to total cells in a biological specimen.","C150835","Abnormal Cells/Total Cells","Abnormal Cells to Total Cells Ratio Measurement"
"41290","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C150834","","","ABNCELE","A relative measurement (ratio or percentage) of abnormal cells to leukocytes in a biological specimen.","C150834","Abnormal Cells/Leukocytes","Abnormal Cells to Leukocytes Ratio Measurement"
"41291","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C125939","","","ABO","The characterization of the blood type of an individual by testing for the presence of A antigen and B antigen on the surface of red blood cells.","C125939","ABO Blood Group","ABO Blood Group Determination"
"41292","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C135397","","","ABOA1","The characterization of the ABO blood group A1 subtype in an individual. (NCI)","C135397","ABO A1 Subtype","ABO A1 Subtype Determination"
"41293","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C184527","","","ABPNCA","A measurement of the synthetic cannabinoid AB-PINACA in a biological specimen.","C184527","AB-PINACA","AB-PINACA Measurement"
"41294","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74699","","","ACANT","A measurement of the acanthocytes in a biological specimen.","C74699","Acanthocytes","Acanthocyte Count"
"41295","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74633","","","ACANTRBC","A relative measurement (ratio or percentage) of acanthocytes to all erythrocytes in a biological specimen.","C74633","Acanthocytes/Erythrocytes","Acanthocyte to Erythrocyte Ratio Measurement"
"41296","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C80169","","","ACE","A measurement of the angiotensin converting enzyme in a biological specimen.","C80169","Angiotensin Converting Enzyme","Angiotensin Converting Enzyme Measurement"
"41297","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C135398","","","ACETAMIN","A measurement of the acetaminophen in a biological specimen.","C135398","Acetaminophen;Paracetamol","Acetaminophen Measurement"
"41298","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C92247","","","ACETOAC","A measurement of the acetoacetic acid in a biological specimen.","C92247","Acetoacetate;Acetoacetic Acid","Acetoacetic Acid Measurement"
"41299","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C147288","","","ACETONE","A measurement of the acetone in a biological specimen.","C147288","Acetone","Acetone Measurement"
"41300","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74838","","","ACH","A measurement of the acetylcholine hormone in a biological specimen.","C74838","Acetylcholine","Acetylcholine Measurement"
"41301","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C96560","","","ACHE","A measurement of the acetylcholinesterase in a biological specimen.","C96560","Acetylcholinesterase","Acetylcholinesterase Measurement"
"41302","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C96559","","","ACHRAB","A measurement of the acetylcholine receptor antibody in a biological specimen.","C96559","Acetylcholine Receptor Antibody","Acetylcholine Receptor Antibody Measurement"
"41303","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C80163","","","ACPHOS","A measurement of the acid phosphatase in a biological specimen.","C80163","Acid Phosphatase","Acid Phosphatase Measurement"
"41304","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C147289","","","ACRNCRNF","A relative measurement (ratio or percentage) of the acylcarnitine to free carnitine in a biological specimen.","C147289","Acylcarnitine/Carnitine, Free","Acylcarnitine to Free Carnitine Ratio Measurement"
"41305","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C103348","","","ACT","A measurement of the inhibition of blood coagulation in response to anticoagulant therapies.","C103348","Activated Clotting Time;Activated Coagulation Time","Activated Coagulation Time"
"41306","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C184510","","","ACTB","A measurement of the beta-actin in a biological specimen.","C184510","Actin Beta;B-Actin;Beta-Actin","Beta-Actin Measurement"
"41307","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74780","","","ACTH","A measurement of the adrenocorticotropic hormone in a biological specimen.","C74780","Adrenocorticotropic Hormone;Corticotropin","Adrenocorticotropic Hormone Measurement"
"41308","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C156535","","","ACYCRNTN","A measurement of the acylcarnitine in a biological specimen.","C156535","Acylcarnitine","Acylcarnitine Measurement"
"41309","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C156534","","","ACYGLYCN","A measurement of the acylglycine in a biological specimen.","C156534","Acylglycine","Acylglycine Measurement"
"41310","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C92286","","","ACYLCAOX","A measurement of the acyl coenzyme A oxidase in a biological specimen.","C92286","Acyl CoA Oxidase;Acyl Coenzyme A Oxidase;Fatty Acyl Coenzyme A Oxidase","Acyl Coenzyme A Oxidase Measurement"
"41311","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C147290","","","ADAM8","A measurement of the ADAM metallopeptidase domain 8 protein in a biological specimen.","C147290","A Disintegrin And Metalloproteinase Domain 8;ADAM Metallopeptidase Domain 8;CD156a Antigen","ADAM Metallopeptidase Domain 8 Measurement"
"41312","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C184529","","","ADBPNCA","A measurement of the synthetic cannabinoid ADB-PINACA in a biological specimen.","C184529","ADB-PINACA","ADB-PINACA Measurement"
"41313","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74847","","","ADH","A measurement of the antidiuretic hormone in a biological specimen.","C74847","Antidiuretic Hormone;Vasopressin","Antidiuretic Hormone Measurement"
"41314","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C158233","","","ADMA","A measurement of asymmetric dimethylarginine in a biological specimen.","C158233","Asymmetric Dimethylarginine;N,N-dimethylarginine","Asymmetric Dimethylarginine Measurement"
"41315","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C102257","","","ADP","A measurement of the adenosine diphosphate in a biological specimen.","C102257","Adenosine Diphosphate","Adenosine Diphosphate Measurement"
"41316","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74839","","","ADPNCTN","A measurement of the total adiponectin hormone in a biological specimen.","C74839","Adiponectin","Adiponectin Measurement"
"41317","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C132363","","","ADPNHMW","A measurement of the high molecular weight adiponectin hormone in a biological specimen.","C132363","Adiponectin, High Molecular Weight","High Molecular Weight Adiponectin Measurement"
"41318","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74913","","","ADSDNA","A measurement of the anti-double stranded DNA antibody in a biological specimen.","C74913","Anti-Double Stranded DNA","Anti-Double Stranded DNA Measurement"
"41319","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C98706","","","AFACTXAA","A measurement of the ability of antithrombin to inactivate activated Factor X in a biological specimen. This test is used to monitor low molecular weight or unfractionated heparin levels in a biological specimen.","C98706","Anti-Factor Xa Activity","Anti-Factor Xa Activity Measurement"
"41320","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C74732","","","AFP","A measurement of the alpha fetoprotein in a biological specimen.","C74732","Alpha Fetoprotein;Alpha-1-Fetoprotein","Alpha-fetoprotein Measurement"
"41321","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C147291","","","AFPADJBW","A measurement of alpha fetoprotein, which has been adjusted for body weight, in a biological specimen.","C147291","Alpha Fetoprotein Adj for Body Weight","Alpha Fetoprotein Adjusted for Body Weight Measurement"
"41322","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C96562","","","AFPL1","A measurement of the alpha fetoprotein L1 in a biological specimen.","C96562","Alpha Fetoprotein L1","Alpha Fetoprotein L1 Measurement"
"41323","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C96563","","","AFPL2","A measurement of the alpha fetoprotein L2 in a biological specimen.","C96563","Alpha Fetoprotein L2","Alpha Fetoprotein L2 Measurement"
"41324","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C96564","","","AFPL3","A measurement of the alpha fetoprotein L3 in a biological specimen.","C96564","Alpha Fetoprotein L3","Alpha Fetoprotein L3 Measurement"
"41325","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C96565","","","AFPL3AFP","A relative measurement (ratio or percentage) of alpha fetoprotein L3 to total alpha fetoprotein in a biological specimen.","C96565","A Fetoprotein L3/A Fetoprotein","Alpha Fetoprotein L3 to Total Alpha Fetoprotein Ratio Measurement"
"41326","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C124334","","","AG1_5","A measurement of the 1,5-anhydroglucitol in a biological specimen.","C124334","1,5-Anhydroglucitol","1,5-Anhydroglucitol Measurement"
"41327","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047-C111126","","","AHBDH","A measurement of the alpha-hydroxybutyrate dehydrogenase in a biological specimen.","C111126","Alpha Hydroxybutyrate Dehydrogenase","Alpha Hydroxybutyrate Dehydrogenase Measurement"
