"id:ID","alt_label","definition","extensible","identifier","label","notation","pref_label","uri"
"1291","Standardized Disposition Term","Terminology related to the final disposition of the subject in a study.","false","C89968","Standardized Disposition Term","DSDECOD","CDISC SEND Standardized Disposition Term Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89968"
"1292","Strain/Substrain","Terminology used to identify the vendor-supplied strain, substrain or breed designation for the test system under study. It may combine the background strain, substrain, and associated genetic modifications as supplied by the vendor.","true","C77530","Strain/Substrain","STRAIN","CDISC SEND Laboratory Animal Strain Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C77530"
"1293","Study Category","The type of nonclinical study performed e.g. pharmacokinetics, safety pharmacology and toxicology.","true","C90002","Study Category","STCAT","CDISC SEND Study Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90002"
"1294","Study Design","Terminology related to the plan detailing how a study will be performed in order to represent the phenomenon under examination, to answer the research questions that have been asked, and defining the methods of data analysis.","true","C89967","Study Design","DESIGN","CDISC SEND Study Design Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89967"
"1295","Study Report Status Response","Terminology related to the status of the study report associated with the datasets.","true","C158125","Study Report Status Response","STRPSTAT","CDISC SEND Study Report Status Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C158125"
"1296","Test Site Activity Response","Terminology relevant to the general type of study activity performed at a test site.","true","C181166","Test Site Activity Response","TSACTVYR","CDISC SEND Test Site Activity Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C181166"
"1297","Tumor Findings Test Code","Terminology for the test codes concerned with the assessment or evaluation of a neoplastic mass.","true","C90006","Tumor Findings Test Code","TFTESTCD","CDISC SEND Tumor Findings Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90006"
"1298","Tumor Findings Test Name","Terminology for the test names concerned with the assessment or evaluation of a neoplastic mass.","true","C90005","Tumor Findings Test Name","TFTEST","CDISC SEND Tumor Findings Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90005"
"1299","Unit","Terminology codelist used for units within CDISC.","true","C71620","Unit","UNIT","CDISC SDTM Unit of Measure Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71620"
"1300","Units for Vital Signs Results","The unit used to record and describe the result of a test investigating a vital sign. (NCI)","true","C66770","Units for Vital Signs Results","VSRESU","CDISC SDTM Unit for Vital Sign Result Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66770"
"1301","Vital Signs Test Code","The test code given to the test that analyzes a particular set of vital signs including temperature, respiratory rate, heart rate, and blood pressure.","true","C66741","Vital Signs Test Code","VSTESTCD","CDISC SDTM Vital Sign Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66741"
"1302","Vital Signs Test Name","The test name given to the test that analyzes a particular set of vital signs including temperature, respiratory rate, heart rate, and blood pressure.","true","C67153","Vital Signs Test Name","VSTEST","CDISC SDTM Vital Sign Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C67153"
"1303","Within Normal Limits Results","Terminology related to result values that are considered normal or within normal limits.","true","C132321","Within Normal Limits Results","NORMRS","CDISC SEND Within Normal Limits Results Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C132321"
