"id","alt_label","definition","identifier","notation","pref_label","uri"
"4233","Oculomotor Muscle","A group of muscles in the orbit extending from the posterior orbit to the eye and upper eyelid; primary function is the movement of the eye and retraction of the upper eyelid.","C33199","EXTRAOCULAR MUSCLE","Extraocular Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33199"
"4234","","The external protuberance of the eyeball beneath the eyelid. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)","C176325","EYE BULGE","Eye Bulge","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176325"
"4235","Eyeball","The sensory organ of vision.","C12401","EYE","Eye","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12401"
"4236","","The space in the eye filled with aqueous humor and bounded by the cornea, a small portion of the sclera, a small portion of the ciliary body, the iris and lens. (Cline et al., Dictionary of Visual Science, 4th ed, p109)","C12667","EYE, ANTERIOR CHAMBER","Anterior Chamber of the Eye","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12667"
"4237","","The front part of the eye, which is posteriorly bordered by posterior surfaces of the posterior lens capsule, lens zonules, and ciliary body; it includes the cornea, conjunctiva, lacrimal gland, tear film, iris, lens, ciliary body, anterior portion of the sclera, and anterior chamber.","C12668","EYE, ANTERIOR SEGMENT","Anterior Eye Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12668"
"4238","Postremal Chamber","The largest space within the eye which is bounded by the lens and the retina and filled with the gelatinous vitreous humor. (NCI)","C33885","EYE, VITREOUS CHAMBER","Vitreous Chamber","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33885"
"4239","","Anyone of the short hairs that grow on the edge of the eyelid. (NCI)","C32576","EYELASH","Eyelash","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32576"
"4240","Palpebra","The section of skin, containing muscle and conjunctiva, that covers and protects the eye.","C12713","EYELID","Eyelid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12713"
"4241","","The portion of the head that contains the structures such as the eyes, nose, mouth, and jaws.","C13071","FACE","Face","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13071"
"4242","Facet Joint","A synovial joint between two adjacent vertebrae. The facet joint links the articular process of one vertebra and the inferior articular process of the adjacent vertebra. (NCI)","C32577","FACET JOINT","Facet Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32577"
"4243","Facial Bone","Any bone that contributes to the facial structures, except those bones that are part of the braincase. (NCI)","C63706","FACIAL BONE","Facial Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C63706"
"4244","Mimetic Muscles","Any of the muscles of the face that are supplied by the facial nerve and control facial expressions.","C13073","FACIAL MUSCLE","Facial Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13073"
"4245","Seventh Cranial Nerve","A cranial nerve extending from the brain stem between the pons and medulla, which innervates the facial muscles, glands and the tongue.","C12714","FACIAL NERVE","Facial Nerve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12714"
"4246","","A fold of tissue consisting of two layers of peritoneum extending from the notch of the anterior margin of the liver to the anterior abdominal wall and diaphragm.","C32582","FALCIFORM LIGAMENT","Falciform Ligament","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32582"
"4247","Fallopian Tube","The tube through which eggs pass from an ovary.","C12403","FALLOPIAN TUBE","Fallopian Tube","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12403"
"4248","","A sheet or band of fibrous connective tissue enveloping, separating, or binding together muscles, organs and other soft structures of the body.","C13108","FASCIA","Fascia","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13108"
"4249","","Encapsulated adipose tissue within the body.","C176326","FAT PAD","Fat Pad","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176326"
"4250","Isthmus of Fauces;Oropharyngeal Isthmus","The anatomical opening formed by the arch of the hard palate at the back of the mouth, where the oral cavity and pharynx meet.","C181454","FAUCES","Oropharyngeal Isthmus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C181454"
"4251","Female Genitalia","Female internal and external organs of reproduction.","C61600","FEMALE GENITALIA","Female Genitalia","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C61600"
"4252","","The sex organs of the female.","C12402","FEMALE REPRODUCTIVE SYSTEM","Female Reproductive System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12402"
"4253","","An artery of the thigh; in general it arises from the external iliac artery distal to the inguinal ligment and continues as the popliteal artery.","C12715","FEMORAL ARTERY","Femoral Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12715"
"4254","","The rounded bony projection at the distal end of the femur.","C114186","FEMORAL CONDYLE","Femoral Condyle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C114186"
"4255","Femur Head","The highest portion of the femoral bone that articulates with the acetabulum. (NCI)","C32718","FEMORAL HEAD","Head of the Femur","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32718"
"4256","","A lymph node located in the upper inner portion of the thigh. (NCI)","C98183","FEMORAL LYMPH NODE","Femoral Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C98183"
"4257","Femoral Neck","The short, constricted portion of the thigh bone between the femur head and the trochanter. (NCI)","C61563","FEMORAL NECK","Femoral Neck","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C61563"
"4258","","A vein of the thigh; in general it arises from the popliteal vein and drains into the external iliac vein.","C12716","FEMORAL VEIN","Femoral Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12716"
"4259","","The segment of the blood vessels that includes the popliteal artery and its origin from the femoral artery.","C116167","FEMORO-POPLITEAL PERIPHERAL ARTERY","Femoropopliteal Artery Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C116167"
"4260","","The cylindrical body of the femur. (NCI)","C96209","FEMUR SHAFT","Femoral Shaft","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C96209"
"4261","Bone, Femoral","The bone positioned between the pelvis and the femorotibial joint.","C12717","FEMUR","Femur","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12717"
"4262","","The elongated bony body of the fibula.","C120670","FIBULA SHAFT","Fibular Shaft","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C120670"
"4263","","The long bone that is lateral to the tibia.","C12718","FIBULA","Fibula","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12718"
"4264","","A vein that arises from the plantar veins of the foot, accompanies the peroneal artery, and travels up the back of the leg to join the anterior and posterior tibial veins in forming the popliteal vein on the posterior surface of the knee.","C154772","FIBULAR VEIN","Fibular Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C154772"
"4265","","A group of six muscles in the upper extremity, the abductor pollicis longus, extensor pollicis brevis, extensor pollicis longus, extensor indicis, extensor digitorum, and extensor digiti minimi muscles; primary function is to straighten the fingers to open the hand.","C163516","FINGER EXTENSOR MUSCLES","Finger Extensors","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C163516"
"4266","","The tendons located on the dorsal side of the fingers that connect muscles of the forearm and hand to bones in the fingers, enabling extension of the fingers. (NCI)","C161384","FINGER EXTENSOR TENDONS","Finger Extensor Tendons","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161384"
"4267","","A group of three muscles in the upper extremity, the flexor digitorum superficialis, flexor digitorum profundus, and flexor pollicis longus muscles; primary function is to bend the fingers.","C163517","FINGER FLEXOR MUSCLES","Finger Flexors","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C163517"
"4268","","The tendons located on the palm side of the fingers that connect the flexor muscles of the forearm and hand to bones in the fingers, enabling flexion towards the palm. (NCI)","C161383","FINGER FLEXOR TENDONS","Finger Flexor Tendons","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C161383"
"4269","Finger","Any of the digits of the hand. (NCI)","C32608","FINGER","Finger","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32608"
"4270","Fingernail","The nail at the end of a finger. (NCI)","C32609","FINGERNAIL","Fingernail","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32609"
"4271","1ST DIAG;FIRST DIAGONAL BRANCH ARTERY SEGMENT","The first artery arising from the left anterior descending (LAD) artery that supplies the anterolateral wall, when counted from proximal to distal.","C102297","FIRST DIAGONAL BRANCH ARTERY","First Diagonal Branch Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102297"
"4272","","A dorsal interosseous muscle of the foot that originates on the lateral side of the first metatarsal and the medial side of the second metatarsal, and inserts into the medial side of the base of the proximal phalanx of the second toe.","C139197","FIRST DORSAL INTEROSSEOUS MUSCLE OF THE FOOT","First Dorsal Interosseous Muscle of the Foot","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139197"
"4273","","A dorsal interosseous muscle of the hand that originates on the proximal half of the lateral border of the index metacarpal and the full length of the medial border of the thumb metacarpal, and inserts into the lateral side of the index finger.","C139198","FIRST DORSAL INTEROSSEOUS MUSCLE OF THE HAND","First Dorsal Interosseous Muscle of the Hand","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139198"
"4274","1ST LPL;FIRST LEFT POSTEROLATERAL BRANCH ARTERY SEGMENT","In an individual with a left-dominant heart, this is the first branch that arises from the circumflex artery atrioventricular groove continuation when counted from proximal to distal. It supplies the posterolateral wall.","C102298","FIRST LEFT POSTEROLATERAL BRANCH ARTERY","First Left Posterolateral Branch Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102298"
"4275","1ST OM;FIRST OBTUSE MARGINAL BRANCH ARTERY SEGMENT","The first artery arising from the left circumflex artery that supplies the lateral wall, when counted from proximal to distal.","C102299","FIRST OBTUSE MARGINAL BRANCH ARTERY","First Obtuse Marginal Branch Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102299"
"4276","1ST RPL;FIRST RIGHT POSTEROLATERAL ARTERY SEGMENT","In an individual with a right-dominant heart, this is the first branch that arises from the right coronary artery distal to the right posterior descending artery, when counted from proximal to distal.","C102300","FIRST RIGHT POSTEROLATERAL ARTERY","First Right Posterolateral Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102300"
"4277","","The region on either side of the body that extends from the last rib to the hip.","C93028","FLANK","Flank","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C93028"
"4278","","A muscle in the forearm running from the head of the humerus to the radial side of the wrist that flexes and radially abducts the hand. (NCI)","C53155","FLEXOR CARPI RADIALIS MUSCLE","Flexor Carpi Radialis","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53155"
"4279","","A muscle in the forearm running from the humeral and ulnar heads to the ulnar side of the wrist that flexes and abducts the hand toward the ulna. (NCI)","C53156","FLEXOR CARPI ULNARIS MUSCLE","Flexor Carpi Ulnaris","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53156"
"4280","","A muscle in the foot, in general extending from the medial process of the posterior calcaneal tuberosity to the borders of the middle phalanx of the four lateral toes; primary function is flexion of the four lateral toes and support of the medial and lateral longitudinal arches.","C163518","FLEXOR DIGITORUM BREVIS MUSCLE","Flexor Digitorum Brevis Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C163518"
"4281","","A muscle in the leg and foot, in general extending from the tibia to the second, third, fourth, and fifth toes; primary function is to curl the toes into the foot.","C52921","FLEXOR DIGITORUM LONGUS MUSCLE","Flexor Digitorum Longus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52921"
"4282","","A muscle in the forearm beginning at the head of the ulna and ending with four tendons projecting to the second, third, fourth, and fifth fingers which flexes the midcarpal, metacarpophalangeal and interphalangeal joints. (NCI)","C52923","FLEXOR DIGITORUM PROFUNDUS MUSCLE","Flexor Digitorum Profundus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52923"
"4283","","A muscle in the forearm, in general extending from the humeroulnar and radial heads of the forearm to the middle phalanges of the second through fifth digits of the hand; primary function is flexion of the fingers at the proximal interphalangeal joints.","C150850","FLEXOR DIGITORUM SUPERFICIALIS MUSCLE","Flexor Digitorum Superficialis Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C150850"
"4284","","A muscle in the foot, in general extending from the plantar surface of the cuboid bone to the medial and lateral sesamoid bones at the base of the proximal phalanx of the big toe; primary function is flexion of the big toe and the support of the medial longitudinal arch.","C165998","FLEXOR HALLUCIS BREVIS MUSCLE","Flexor Hallucis Brevis Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C165998"
"4285","","A muscle in the leg and foot, in general extending from the fibula to the distal surface of the big toe phalanx; primary function is to flex the big toe.","C52925","FLEXOR HALLUCIS LONGUS MUSCLE","Flexor Hallucis Longus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52925"
"4286","","A muscle in the forearm, in general extending from the anterior surface of the radius and interosseous membrane to the palmar aspect of the base of the distal phalanx of the thumb; primary function is flexion of the thumb.","C150851","FLEXOR POLLICIS LONGUS MUSCLE","Flexor Pollicis Longus Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C150851"
"4287","","The area of the mouth under the ventral surface of the tongue.","C54187","FLOOR OF MOUTH","Floor of Mouth","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C54187"
"4288","Big Toe","The largest and most medial toe of the foot. (NCI)","C52839","FOOT DIGIT 1","Foot Digit 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52839"
"4289","Index Toe","The second toe from the medial side of the foot. (NCI)","C52840","FOOT DIGIT 2","Foot Digit 2","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52840"
"4290","Middle Toe","The middle or third toe from the medial side of the foot. (NCI)","C52841","FOOT DIGIT 3","Foot Digit 3","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52841"
"4291","Fourth Toe","The fourth toe from the medial side of the foot. (NCI)","C52842","FOOT DIGIT 4","Foot Digit 4","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52842"
"4292","Little Toe","The smallest and most lateral toe of the foot. (NCI)","C52843","FOOT DIGIT 5","Foot Digit 5","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52843"
"4293","Foot Phalanx","A bone of the foot. (NCI)","C52772","FOOT PHALANX","Foot Phalanx","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52772"
"4294","","The entire structure distal to the ankle joint/tarsus, which includes the metatarsus and digit(s).","C32622","FOOT","Foot","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32622"
"4295","Forearm","The structure on the upper limb, between the elbow and the wrist. (NCI)","C32628","FOREARM","Forearm","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32628"
"4296","","The largest part of the brain composed of the cerebral hemispheres, thalamus, hypothalamus, and the limbic system. (NCI)","C40185","FOREBRAIN","Forebrain","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C40185"
"4297","Forehead","The part of the face between the eyebrows and the normal hairline.","C89803","FOREHEAD","Forehead","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C89803"
"4298","","The anterior, front or upper limb of an animal.","C176321","FORELIMB","Fore Limb","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176321"
"4299","Frontal Lobe","The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere. (NCI)","C12352","FRONTAL LOBE","Frontal Lobe","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12352"
"4300","Frontal Sinus","The paired, mucosal lined air spaces located above the orbit and communicating with the nasal passages. (NCI)","C12277","FRONTAL SINUS","Frontal Sinus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12277"
"4301","","The portion of the interior of the eye that includes the sensory retina, the optic disc, and the macula.","C135172","FUNDUS OF THE EYE","Eye Fundus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C135172"
"4302","","The blind sac region of the glandular stomach.","C12257","FUNDUS OF THE STOMACH","Fundus of the Stomach","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12257"
"4303","","The upper, rounded portion of the uterus that is opposite from the cervix.","C12315","FUNDUS UTERI","Fundus Uteri","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12315"
"4304","","A sac-like organ located adjacent to the liver that stores and concentrates bile produced by the liver.","C12377","GALLBLADDER","Gallbladder","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12377"
"4305","Ganglia;Ganglion;Neural Ganglion","A cluster of nervous tissue principally composed of neuronal cell bodies external to the central nervous system (CNS). (NCI)","C12719","GANGLION","Ganglion","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12719"
"4306","","The region of the stomach adjacent to the esophogastric junction.","C12256","GASTRIC CARDIA","Gastric Cardia","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12256"
"4307","","Lymph node(s) located between the two layers of the greater omentum, either superiorly along the cardiac half of the lesser curvature of the stomach or inferiorly along the pyloric half of the greater curvature of the stomach.","C154773","GASTRIC CURVATURE LYMPH NODE","Gastric Curvature Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C154773"
"4308","","A bipennate muscle extending from the femoral condyles to the calcaneus; primary function is the extension of the tarsal joint and flexion of the femorotibial joint.","C32666","GASTROCNEMIUS MUSCLE","Gastrocnemius Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32666"
"4309","","One of two heads of the gastrocnemius muscle, in general originating from the lateral femoral condyle.","C163519","GASTROCNEMIUS MUSCLE, LATERAL HEAD","Lateral Head of Gastrocnemius Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C163519"
"4310","","One of two heads of the gastrocnemius muscle, in general originating from the medial femoral condyle.","C163520","GASTROCNEMIUS MUSCLE, MEDIAL HEAD","Medial Head of Gastrocnemius Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C163520"
"4311","Gastroesophageal Junction","The anatomical location where the esophagus joins to the stomach. (NCI)","C32668","GASTROESOPHAGEAL JUNCTION","Gastroesophageal Junction","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32668"
"4312","Gastrointestinal System","The system that includes the esophagus, stomach, small and large intestine, anus, liver, biliary tract, and pancreas. (NCI)","C12378","GASTROINTESTINAL SYSTEM","Digestive System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12378"
"4313","Gastrointestinal Tract","The upper gastrointestinal (GI) tract is comprised of mouth, pharynx, esophagus and stomach while the lower GI tract consists of intestines and anus. The primary function of the GI tract is to ingest, digest, absorb and ultimately excrete food stuff. (NCI)","C34082","GASTROINTESTINAL TRACT","Gastrointestinal Tract","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C34082"
"4314","Lower Gastrointestinal Tract","The lower part of the gastrointestinal tract that includes the jejunum and ileum of the small intestine and the large intestine. (NCI)","C33010","GASTROINTESTINAL TRACT, LOWER","Lower Gastrointestinal Tract","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33010"
"4315","","The portion of the gastrointestinal tract wall that surrounds the cavities of the duodenum, jejunum, ileum, colon, rectum, and anus.","C176241","GASTROINTESTINAL TRACT, LOWER, WALL","Lower Gastrointestinal Tract Wall","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176241"
"4316","Upper Gastrointestinal Tract","The upper part of the gastrointestinal tract that includes the esophagus, stomach, and duodenum. (NCI)","C33837","GASTROINTESTINAL TRACT, UPPER","Upper Gastrointestinal Tract","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33837"
"4317","","The portion of the gastrointestinal tract wall that surrounds the cavities of the esophagus and stomach. The proximal duodenum is also sometimes considered part of the upper gastrointestinal tract.","C176314","GASTROINTESTINAL TRACT, UPPER, WALL","Upper Gastrointestinal Tract Wall","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176314"
"4318","","The multiple layers of specialized tissue that surround the cavity of the gastrointestinal tract, including the mucosa, submucosa, muscular layers, and serosa.","C176233","GASTROINTESTINAL TRACT, WALL","Gastrointestinal Tract Wall","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176233"
"4319","","A protruding body of tissue that forms in the ventral caudal region during embryonic development.","C176324","GENITAL TUBERCLE","Genital Tubercle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176324"
"4320","","The external sex organs. (NCI)","C25177","GENITALIA","Genitalia","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C25177"
"4321","","The body system that includes all organs involved in reproduction and in the formation and voidance of urine.","C12810","GENITOURINARY SYSTEM","Genitourinary System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12810"
"4322","Gum","The soft tissue surrounding the neck of individual teeth as well as covering the alveolar bone. The tissue is fibrous and continuous with the periodontal ligament and mucosal covering. (NCI)","C32677","GINGIVA","Gingiva","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32677"
"4323","","The portion of the oral mucosa that surrounds the cervical aspect of teeth and the alveolar process of the jaw.","C139199","GINGIVAL MUCOSA","Gingival Mucosa","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139199"
"4324","Glenoid Fossa","The trough in the head of the scapula that receives the head of the humerus to form the shoulder joint. (NCI)","C32682","GLENOID FOSSA","Glenoid Fossa","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32682"
"4325","","Paired nuclei at the base of the forebrain that, along with the putamen, form the lentiform nucleus of the basal ganglia.","C12449","GLOBUS PALLIDUS","Globus Pallidus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12449"
"4326","","A cluster of convoluted capillaries beginning at each nephric tubule in the kidney and held together by connective tissue.","C13250","GLOMERULUS","Glomerulus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13250"
"4327","","The ninth cranial nerve.","C12723","GLOSSOPHARYNGEAL NERVE","Glossopharyngeal Nerve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12723"
"4328","Glottis","The space in which the vocal cords are located. (NCI)","C12724","GLOTTIS","Glottis","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12724"
"4329","","A group of three muscles (gluteus maximus, gluteus medius, gluteus minimus) extending from the ilium and sacrum to the femur; primary function is extension and abduction of the hip joint.","C78205","GLUTEAL MUSCLE","Gluteal Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C78205"
"4330","","The outermost and largest muscle of the buttocks. (NCI)","C52560","GLUTEUS MAXIMUS","Gluteus Maximus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52560"
"4331","","A reproductive organ that produces gametes.","C12725","GONAD","Gonad","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12725"
"4332","","A muscle in the thigh, in general extending from the anterior margins of the lower half of the symphysis pubis and the upper half of the pubic arch to the upper part of the medial surface of the body of the tibia, below the condyle; primary function is to adduct the thigh, rotate the leg medially and flex the knee.","C52935","GRACILIS MUSCLE","Gracilis","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52935"
"4333","Long Saphenous Vein","A long superficial vein originating from the dorsal vein at the big toe and the dorsal venous arch of the foot and extending up the inner leg to empty into the femoral artery in the groin area.","C33004","GREAT SAPHENOUS VEIN","Long Saphenous Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33004"
"4334","Great Trochanter","A large, irregular, quadrilateral area of bone found at the neck of the femur. (NCI)","C32698","GREAT TROCHANTER","Great Trochanter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32698"
"4335","","Any of the major arteries or veins attached to the cardiac atria or ventricles.","C102955","GREAT VESSELS","Great Blood Vessel","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102955"
"4336","Greater Curvature of the Stomach","The lateral and inferior border of the stomach. Attached to it is the greater omentum. (NCI)","C12262","GREATER CURVATURE OF THE STOMACH","Greater Curvature of the Stomach","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12262"
"4337","GALT","Lymphoid tissue located in the mucosa of the digestive tract.","C12936","GUT-ASSOCIATED LYMPHOID TISSUE","Gut-Associated Lymphoid Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12936"
"4338","","The lower segment of the hair that circles the dermal papilla and the hair matrix. (NCI)","C32706","HAIR BULB","Hair Bulb","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32706"
"4339","","A tube-like invagination of the epidermis from which the hair shaft develops and into which the sebaceous glands open; the follicle is lined by a cellular inner and outer root sheath of epidermal origin and is invested with a fibrous sheath derived from the dermis. (NCI)","C13317","HAIR FOLLICLE","Hair Follicle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13317"
"4340","","The portion of the hair that is enclosed within the hair follicle. (NCI)","C32711","HAIR ROOT","Hair Root","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32711"
"4341","Shaft of the Hair","The segment of the hair that projects above the skin surface. (NCI)","C33543","HAIR SHAFT","Shaft of the Hair","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33543"
"4342","Hair","The filamentous outgrowth of the epidermis. (NCI)","C32705","HAIR","Hair","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32705"
"4343","Hamate Bone","The medial bone in the distal row of carpal bones. (NCI)","C12860","HAMATE BONE","Hamate Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12860"
"4344","","A group of three muscles in the lower extremity, the biceps femoris, semimembranosus muscle and semitendinosus muscle; primary function is to extend the hip when the trunk is fixed and flex the knee, and medially rotate the lower leg when the knee is bent.","C53042","HAMSTRING MUSCLE","Hamstring","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53042"
"4345","Thumb Artery","Any of the arteries that supply blood to the thumb; either the ulnopalmar, radiopalmar, ulnodorsal, or radiodorsal digital artery to the thumb, or the princeps pollicis artery.","C178000","HAND DIGIT 1 ARTERY","Hand Digit 1 Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C178000"
"4346","Thumb","The thick and short hand digit which is next to the index finger in humans. (NCI)","C52834","HAND DIGIT 1","Hand Digit 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52834"
"4347","Index Finger Artery","Any of the arteries that supply blood to the index finger, either the radial artery of the index finger or the ulnar proper digital artery.","C177996","HAND DIGIT 2 ARTERY","Hand Digit 2 Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C177996"
