"id:ID","core","ct","described_value_domain","description","label","name","ordinal","role","simple_data_type","uri"
"2158","Perm","C66728","","Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable CEENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","End Relative to Reference Time Point","CEENRTPT","31","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ce/ceenrtpt"
"2159","Perm","","","Description or date/time in ISO 8601 character format of the reference point referred to by CEENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","End Reference Time Point","CEENTPT","32","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ce/ceentpt"
"2160","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/studyid"
"2161","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/domain"
"2162","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/usubjid"
"2163","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","DSSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsseq"
"2164","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","DSGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsgrpid"
"2165","Perm","","","Internal or external identifier.","Reference ID","DSREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsrefid"
"2166","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Disposition page.","Sponsor-Defined Identifier","DSSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsspid"
"2167","Req","","","Verbatim name of the event or protocol milestone. Some terms in DSTERM will match DSDECOD, but others, such as ""Subject moved"", will map to controlled terminology in DSDECOD, such as ""LOST TO FOLLOW-UP"".","Reported Term for the Disposition Event","DSTERM","8","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsterm"
"2168","Req","C66727","","Controlled terminology for the name of disposition event or protocol milestone. Examples of protocol milestones: ""INFORMED CONSENT OBTAINED"", ""RANDOMIZED"". There are separate codelists used for DSDECOD where the choice depends on the value of DSCAT. Codelist ""NCOMPLT"" is used for disposition events, codelist ""PROTMLST"" is used for protocol milestones, and codelist ""OTHEVENT"" is used for other events.","Standardized Disposition Term","DSDECOD","9","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsdecod"
"2169","Exp","C74558","","Used to define a category of related records.","Category for Disposition Event","DSCAT","10","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dscat"
"2170","Perm","C170443","","A further categorization of DSCAT (e.g., ""STUDY PARTICIPATION"", ""STUDY TREATMENT"" when DSCAT = ""DISPOSITION EVENT""). The variable may be subject to controlled terminology for other categories of disposition event records.","Subcategory for Disposition Event","DSSCAT","11","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsscat"
"2171","Perm","C99079","","Epoch associated with the start date/time of the event.","Epoch","EPOCH","12","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/epoch"
"2172","Perm","","ISO 8601 datetime or interval","Collection date and time of the disposition observation represented in ISO 8601 character format.","Date/Time of Collection","DSDTC","13","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsdtc"
"2173","Exp","","ISO 8601 datetime or interval","Start date/time of the disposition event in ISO 8601 character format.","Start Date/Time of Disposition Event","DSSTDTC","14","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsstdtc"
"2174","Perm","","","Study day of collection of event relative to the sponsor-defined RFSTDTC.","Study Day of Collection","DSDY","15","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsdy"
"2175","Exp","","","Study day of start of event relative to the sponsor-defined RFSTDTC.","Study Day of Start of Disposition Event","DSSTDY","16","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ds/dsstdy"
"2176","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/studyid"
"2177","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/domain"
"2178","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/usubjid"
"2179","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","DVSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvseq"
"2180","Perm","","","Internal or external identifier.","Reference ID","DVREFID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvrefid"
"2181","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF page.","Sponsor-Defined Identifier","DVSPID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvspid"
"2182","Req","","","Verbatim name of the protocol deviation criterion. Example: ""IVRS PROCESS DEVIATION - NO DOSE CALL PERFORMED"". DVTERM values will map to the controlled terminology in DVDECOD (e.g., ""TREATMENT DEVIATION"").","Protocol Deviation Term","DVTERM","7","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvterm"
"2183","Perm","","","Controlled terminology for the name of the protocol deviation. Examples: ""SUBJECT NOT WITHDRAWN AS PER PROTOCOL"", ""SELECTION CRITERIA NOT MET"", ""EXCLUDED CONCOMITANT MEDICATION"", ""TREATMENT DEVIATION"".","Protocol Deviation Coded Term","DVDECOD","8","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvdecod"
"2184","Perm","","","Category of the protocol deviation criterion.","Category for Protocol Deviation","DVCAT","9","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvcat"
"2185","Perm","","","A further categorization of the protocol deviation.","Subcategory for Protocol Deviation","DVSCAT","10","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvscat"
"2186","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","11","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/taetord"
"2187","Perm","C99079","","Epoch associated with the start date/time of the deviation. Examples: ""TREATMENT"", ""SCREENING"", ""FOLLOW-UP"".","Epoch","EPOCH","12","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/epoch"
"2188","Perm","","ISO 8601 datetime or interval","Start date/time of deviation represented in ISO 8601 character format.","Start Date/Time of Deviation","DVSTDTC","13","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvstdtc"
"2189","Perm","","ISO 8601 datetime or interval","End date/time of deviation represented in ISO 8601 character format.","End Date/Time of Deviation","DVENDTC","14","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvendtc"
"2190","Perm","","","Study day of start of event relative to the sponsor-defined RFSTDTC.","Study Day of Start of Deviation Event","DVSTDY","15","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvstdy"
"2191","Perm","","","Study day of end of event relative to the sponsor-defined RFSTDTC.","Study Day of End of Deviation Event","DVENDY","16","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/dv/dvendy"
"2192","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/studyid"
"2193","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/domain"
"2194","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/usubjid"
"2195","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","HOSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoseq"
"2196","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","HOGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hogrpid"
"2197","Perm","","","Internal or external healthcare encounter identifier.","Reference ID","HOREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/horefid"
"2198","Perm","","","Sponsor-defined identifier. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Healthcare Encounters CRF page.","Sponsor-Defined Identifier","HOSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hospid"
"2199","Req","","","Verbatim or preprinted CRF term for the healthcare encounter.","Healthcare Encounter Term","HOTERM","8","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoterm"
"2200","Perm","C171444","","Dictionary or sponsor-defined derived text description of HOTERM or the modified topic variable (HOMODIFY).","Dictionary-Derived Term","HODECOD","9","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hodecod"
"2201","Perm","","","Used to define a category of topic-related values.","Category for Healthcare Encounter","HOCAT","10","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hocat"
"2202","Perm","","","A further categorization of HOCAT values.","Subcategory for Healthcare Encounter","HOSCAT","11","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoscat"
"2203","Perm","C66742","","A value of ""Y"" indicates that this healthcare encounter event was prespecified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free-text verbatim terms).","Pre-Specified Healthcare Encounter","HOPRESP","12","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hopresp"
"2204","Perm","C66742","","Used when the occurrence of specific healthcare encounters is solicited, to indicate whether an encounter occurred. Values are null for spontaneously reported events.","Healthcare Encounter Occurrence","HOOCCUR","13","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hooccur"
"2205","Perm","C66789","","The status indicates that the prespecified question was not answered.","Completion Status","HOSTAT","14","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hostat"
"2206","Perm","","","Describes the reason data for a prespecified event were not collected. Used in conjunction with HOSTAT when value is ""NOT DONE"".","Reason Healthcare Encounter Not Done","HOREASND","15","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/horeasnd"
"2207","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","16","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/taetord"
"2208","Perm","C99079","","Epoch associated with the start date/time of the healthcare encounter. Examples: ""SCREENING"", ""TREATMENT"", ""FOLLOW-UP"".","Epoch","EPOCH","17","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/epoch"
"2209","Perm","","ISO 8601 datetime or interval","Collection date and time of the healthcare encounter.","Date/Time of Event Collection","HODTC","18","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hodtc"
"2210","Exp","","ISO 8601 datetime or interval","Start date/time of the healthcare encounter (e.g., date of admission).","Start Date/Time of Healthcare Encounter","HOSTDTC","19","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hostdtc"
"2211","Perm","","ISO 8601 datetime or interval","End date/time of the healthcare encounter (e.g., date of discharge).","End Date/Time of Healthcare Encounter","HOENDTC","20","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoendtc"
"2212","Perm","","","Study day of event collection relative to the sponsor-defined RFSTDTC.","Study Day of Event Collection","HODY","21","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hody"
"2213","Perm","","","Study day of the start of the healthcare encounter relative to the sponsor-defined RFSTDTC.","Study Day of Start of Encounter","HOSTDY","22","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hostdy"
"2214","Perm","","","Study day of the end of the healthcare encounter relative to the sponsor-defined RFSTDTC.","Study Day of End of Healthcare Encounter","HOENDY","23","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoendy"
"2215","Perm","","ISO 8601 duration","Collected duration of the healthcare encounter. Used only if collected on the CRF and not derived from the start and end date/times. Example: ""P1DT2H"" (for 1 day, 2 hours).","Duration of Healthcare Encounter","HODUR","24","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hodur"
"2216","Perm","C66728","","Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable --STTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Start Relative to Reference Time Point","HOSTRTPT","25","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hostrtpt"
"2217","Perm","","","Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by STRTPT. Examples: ""2003-12-15"", ""VISIT 1"".","Start Reference Time Point","HOSTTPT","26","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hosttpt"
"2218","Perm","C66728","","Identifies the end of the event as being before or after the reference time point defined by variable HOENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","End Relative to Reference Time Point","HOENRTPT","27","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoenrtpt"
"2219","Perm","","","Description or date/time in ISO 8601 character format of the reference point referred to by HOENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","End Reference Time Point","HOENTPT","28","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ho/hoentpt"
"2220","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/studyid"
"2221","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/domain"
"2222","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/usubjid"
"2223","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","MHSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhseq"
"2224","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","MHGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhgrpid"
"2225","Perm","","","Internal or external medical history identifier.","Reference ID","MHREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhrefid"
"2226","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Medical History CRF page.","Sponsor-Defined Identifier","MHSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhspid"
"2227","Req","","","Verbatim or preprinted CRF term for the medical condition or event.","Reported Term for the Medical History","MHTERM","8","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhterm"
"2228","Perm","","","If MHTERM is modified to facilitate coding, then MHMODIFY will contain the modified text.","Modified Reported Term","MHMODIFY","9","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhmodify"
"2229","Perm","","","Dictionary-derived text description of MHTERM or MHMODIFY. Equivalent to the Preferred Term (PT in MedDRA). The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.","Dictionary-Derived Term","MHDECOD","10","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhdecod"
"2230","Perm","C124301","","Specifies the aspect of the medical condition or event by which MHSTDTC and/or the MHENDTC is defined. Examples: ""DIAGNOSIS"", ""SYMPTOMS"", ""RELAPSE"", ""INFECTION"".","Medical History Event Date Type","MHEVDTYP","11","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhevdtyp"
"2231","Perm","","","Used to define a category of related records. Examples: ""CARDIAC"", ""GENERAL"".","Category for Medical History","MHCAT","12","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhcat"
"2232","Perm","","","A further categorization of the condition or event.","Subcategory for Medical History","MHSCAT","13","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhscat"
"2233","Perm","C66742","","A value of ""Y"" indicates that this medical history event was prespecified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free-text verbatim terms).","Medical History Event Pre-Specified","MHPRESP","14","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhpresp"
"2234","Perm","C66742","","Used when the occurrence of specific medical history conditions is solicited, to indicate whether (""Y""/""N"") a medical condition (MHTERM) had ever occurred. Values are null for spontaneously reported events.","Medical History Occurrence","MHOCCUR","15","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhoccur"
"2235","Perm","C66789","","The status indicates that the prespecified question was not asked/answered.","Completion Status","MHSTAT","16","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhstat"
"2236","Perm","","","Describes the reason why data for a prespecified condition was not collected. Used in conjunction with MHSTAT when value is ""NOT DONE"".","Reason Medical History Not Collected","MHREASND","17","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhreasnd"
"2237","Perm","","","Dictionary-derived. Body system or organ class that is involved in an event or measurement from a standard hierarchy (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.","Body System or Organ Class","MHBODSYS","18","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhbodsys"
"2238","Perm","","","Number that gives the planned order of the element within the arm for the element in which the assessment was made.","Planned Order of Element within Arm","TAETORD","19","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/taetord"
"2239","Perm","C99079","","Epoch associated with the start date/time of the medical history event.","Epoch","EPOCH","20","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/epoch"
"2240","Perm","","ISO 8601 datetime or interval","Collection date and time of the medical history observation represented in ISO 8601 character format.","Date/Time of History Collection","MHDTC","21","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhdtc"
"2241","Perm","","ISO 8601 datetime or interval","Start date/time of the medical history event represented in ISO 8601 character format.","Start Date/Time of Medical History Event","MHSTDTC","22","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhstdtc"
"2242","Perm","","ISO 8601 datetime or interval","End date/time of the medical history event.","End Date/Time of Medical History Event","MHENDTC","23","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhendtc"
"2243","Perm","","","Study day of medical history collection, measured as integer day. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Study Day of History Collection","MHDY","24","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhdy"
"2244","Perm","C66728","","Describes the end of the event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","End Relative to Reference Period","MHENRF","25","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhenrf"
"2245","Perm","C66728","","Identifies the end of the event as being before or after the reference time point defined by variable MHENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","End Relative to Reference Time Point","MHENRTPT","26","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhenrtpt"
"2246","Perm","","","Description or date/time in ISO 8601 character format of the reference point referred to by MHENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","End Reference Time Point","MHENTPT","27","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mh/mhentpt"
"2247","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/studyid"
"2248","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/domain"
"2249","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/usubjid"
"2250","Perm","","","Sponsor-defined identifier for a device.","Sponsor Device Identifier","SPDEVID","4","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/spdevid"
"2251","Req","","","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number (including decimals) and does not have to start at 1.","Sequence Number","BSSEQ","5","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsseq"
"2252","Perm","","","Optional group identifier, used to link together a block of related records within a subject in a domain.","Group ID","BSGRPID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsgrpid"
"2253","Exp","","","Internal or external identifier such as lab specimen ID.","Reference ID","BSREFID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsrefid"
"2254","Perm","","","Sponsor-defined identifier.","Sponsor-Defined Identifier","BSSPID","8","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsspid"
"2255","Req","C124300","","Short character value for BSTEST used as a column name when converting a dataset from a vertical format to a horizontal format. The short value can be up to 8 characters. Examples: VOLUME, RIN.","Biospecimen Test Short Name","BSTESTCD","9","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bstestcd"
"2256","Req","C124299","","Long name for BSTESTCD. Examples: Volume, RNA Integrity Number.","Biospecimen Test Name","BSTEST","10","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bstest"
"2257","Exp","","","Used to define a category of topic-variable values. Example: MEASUREMENT, QUALITY.","Category for Biospecimen Test","BSCAT","11","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bscat"
"2258","Perm","","","Used to define a further categorization of BSCAT values.","Subcategory for Biospecimen Test","BSSCAT","12","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsscat"
"2259","Exp","","","Result of the measurement or finding as originally received or collected.","Result or Finding in Original Units","BSORRES","13","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsorres"
"2260","Exp","C71620","","Unit for BSORRES. Examples: mg, mL.","Original Units","BSORRESU","14","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsorresu"
"2261","Exp","","","Contains the result value for all findings, copied or derived from BSORRES in a standard format or standard units. BSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in BSSTRESN.","Character Result/Finding in Std Format","BSSTRESC","15","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsstresc"
"2262","Exp","","","Used for continuous or numeric results or findings in standard format; copied in numeric format from BSSTRESC. BSSTRESN should store all numeric test results or findings.","Numeric Result/Finding in Standard Units","BSSTRESN","16","Result Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsstresn"
"2263","Exp","C71620","","Standardized unit used for BSSTRESC and BSSTRESN.","Standard Units","BSSTRESU","17","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsstresu"
"2264","Perm","C66789","","Used to indicate that a test was not done, or was attempted but did not generate a result. Should be null or have a value of NOT DONE.","Completion Status","BSSTAT","18","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsstat"
"2265","Perm","","","Reason not done. Used in conjunction with BSSTAT when value is NOT DONE.","Reason Test Not Done","BSREASND","19","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsreasnd"
"2266","Perm","","","Name or identifier of the vendor (e.g., laboratory) that provided the test results.","Vendor Name","BSNAM","20","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsnam"
"2267","Perm","C78734","","Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE, SOFT TISSUE.","Specimen Type","BSSPEC","21","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsspec"
"2268","Perm","","","Defines the specific anatomical or biological region of a tissue, organ specimen or the region from which the specimen is obtained, as defined in the protocol, such as a section or part of what is described in the BSSPEC variable. Examples: CORTEX, MEDULLA, MUCOSA.","Anatomical Region of Specimen","BSANTREG","22","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsantreg"
"2269","Perm","C78733","","Defines the condition of the specimen. Examples: HEMOLYZED, ICTERIC, LIPEMIC.","Specimen Condition","BSSPCCND","23","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsspccnd"
"2270","Perm","C85492","","Method of the test or examination. Examples: SPECTROPHOTOMETRY, ELECTROPHORESIS.","Method of Test or Examination","BSMETHOD","24","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsmethod"
"2271","Perm","C66742","","Indicator used to identify a baseline value.","Baseline Flag","BSBLFL","25","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/bsblfl"
"2272","Exp","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","26","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/visitnum"
"2273","Perm","","","Protocol-defined description of clinical encounter.","Visit Name","VISIT","27","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/visit"
"2274","Perm","","","Planned study day of VISIT. Should be an integer.","Planned Study Day of Visit","VISITDY","28","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/bs/visitdy"
